WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,"ID",CENTROID_LATITUDE,CENTROID_LONGITUDE
17-May-2025,North America,United States,Connecticut,Protests,Protest with intervention,1,0,5805,Demonstrations,3489,41.5268,-72.661
15-November-2025,North America,United States,Connecticut,Protests,Protest with intervention,1,0,5805,Demonstrations,3489,41.5268,-72.661
03-September-2022,North America,United States,Connecticut,Riots,Mob violence,1,0,30763,Political violence,3489,41.5268,-72.661
24-February-2024,North America,United States,Connecticut,Riots,Mob violence,1,0,7307,Political violence,3489,41.5268,-72.661
26-April-2025,North America,United States,Connecticut,Riots,Mob violence,1,0,13178,Political violence,3489,41.5268,-72.661
30-May-2020,North America,United States,Connecticut,Riots,Violent demonstration,1,0,35293,Demonstrations,3489,41.5268,-72.661
20-June-2020,North America,United States,Connecticut,Riots,Violent demonstration,1,0,31095,Demonstrations,3489,41.5268,-72.661
04-July-2020,North America,United States,Connecticut,Riots,Violent demonstration,2,0,44806,Demonstrations,3489,41.5268,-72.661
18-July-2020,North America,United States,Connecticut,Riots,Violent demonstration,1,0,2145,Demonstrations,3489,41.5268,-72.661
08-August-2020,North America,United States,Connecticut,Riots,Violent demonstration,2,0,72697,Demonstrations,3489,41.5268,-72.661
15-August-2020,North America,United States,Connecticut,Riots,Violent demonstration,1,0,23615,Demonstrations,3489,41.5268,-72.661
20-April-2024,North America,United States,Connecticut,Riots,Violent demonstration,1,0,30696,Demonstrations,3489,41.5268,-72.661
03-January-2026,North America,United States,Connecticut,Riots,Violent demonstration,1,0,17005,Demonstrations,3489,41.5268,-72.661
21-March-2020,North America,United States,Connecticut,Strategic developments,Change to group/activity,1,0,,Strategic developments,3489,41.5268,-72.661
28-June-2025,North America,United States,Connecticut,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3489,41.5268,-72.661
30-April-2022,North America,United States,Connecticut,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3489,41.5268,-72.661
11-March-2023,North America,United States,Connecticut,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3489,41.5268,-72.661
04-January-2025,North America,United States,Connecticut,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3489,41.5268,-72.661
27-September-2025,North America,United States,Connecticut,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3489,41.5268,-72.661
20-December-2025,North America,United States,Connecticut,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3489,41.5268,-72.661
06-June-2020,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
06-March-2021,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
31-July-2021,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
18-September-2021,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
07-May-2022,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
04-June-2022,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
18-June-2022,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
02-July-2022,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
10-September-2022,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
03-December-2022,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
07-January-2023,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
11-March-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
25-March-2023,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
08-April-2023,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
27-May-2023,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
03-June-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
15-July-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
22-July-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
29-July-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
05-August-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
12-August-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
19-August-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
26-August-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
02-September-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
09-September-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
16-September-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
23-September-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
30-September-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
21-October-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
28-October-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
04-November-2023,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
17-February-2024,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
09-March-2024,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
30-March-2024,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
15-June-2024,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
29-June-2024,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
26-October-2024,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
02-November-2024,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
16-November-2024,North America,United States,Connecticut,Strategic developments,Other,5,0,,Strategic developments,3489,41.5268,-72.661
14-December-2024,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
29-March-2025,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
26-April-2025,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
21-June-2025,North America,United States,Connecticut,Strategic developments,Other,2,0,,Strategic developments,3489,41.5268,-72.661
01-November-2025,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
03-January-2026,North America,United States,Connecticut,Strategic developments,Other,1,0,,Strategic developments,3489,41.5268,-72.661
07-January-2023,North America,United States,Connecticut,Violence against civilians,Attack,1,1,119268,Political violence,3489,41.5268,-72.661
20-December-2025,North America,United States,Delaware,Battles,Armed clash,1,2,,Political violence,3490,39.1463,-75.5798
11-January-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,3492,Demonstrations,3490,39.1463,-75.5798
18-January-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,2629,Demonstrations,3490,39.1463,-75.5798
01-February-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,9015,Demonstrations,3490,39.1463,-75.5798
08-February-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,6858,Demonstrations,3490,39.1463,-75.5798
18-April-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,3492,Demonstrations,3490,39.1463,-75.5798
25-April-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,10350,Demonstrations,3490,39.1463,-75.5798
09-May-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,3492,Demonstrations,3490,39.1463,-75.5798
16-May-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,7222,Demonstrations,3490,39.1463,-75.5798
30-May-2020,North America,United States,Delaware,Protests,Peaceful protest,11,0,17917,Demonstrations,3490,39.1463,-75.5798
06-June-2020,North America,United States,Delaware,Protests,Peaceful protest,6,0,17947,Demonstrations,3490,39.1463,-75.5798
13-June-2020,North America,United States,Delaware,Protests,Peaceful protest,5,0,16549,Demonstrations,3490,39.1463,-75.5798
20-June-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,8188,Demonstrations,3490,39.1463,-75.5798
27-June-2020,North America,United States,Delaware,Protests,Peaceful protest,3,0,12969,Demonstrations,3490,39.1463,-75.5798
11-July-2020,North America,United States,Delaware,Protests,Peaceful protest,3,0,9939,Demonstrations,3490,39.1463,-75.5798
18-July-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,6858,Demonstrations,3490,39.1463,-75.5798
25-July-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,6858,Demonstrations,3490,39.1463,-75.5798
01-August-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,3492,Demonstrations,3490,39.1463,-75.5798
15-August-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,6858,Demonstrations,3490,39.1463,-75.5798
22-August-2020,North America,United States,Delaware,Protests,Peaceful protest,7,0,12858,Demonstrations,3490,39.1463,-75.5798
29-August-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,3492,Demonstrations,3490,39.1463,-75.5798
05-September-2020,North America,United States,Delaware,Protests,Peaceful protest,1,0,3081,Demonstrations,3490,39.1463,-75.5798
12-September-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,1157,Demonstrations,3490,39.1463,-75.5798
19-September-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,8778,Demonstrations,3490,39.1463,-75.5798
26-September-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,10350,Demonstrations,3490,39.1463,-75.5798
03-October-2020,North America,United States,Delaware,Protests,Peaceful protest,2,0,6858,Demonstrations,3490,39.1463,-75.5798
