WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,"ID",CENTROID_LATITUDE,CENTROID_LONGITUDE
08-June-2024,North America,United States,Massachusetts,Protests,Peaceful protest,9,0,76799,Demonstrations,3504,42.191,-72.0933
15-June-2024,North America,United States,Massachusetts,Protests,Peaceful protest,3,0,38618,Demonstrations,3504,42.191,-72.0933
22-June-2024,North America,United States,Massachusetts,Protests,Peaceful protest,8,0,33384,Demonstrations,3504,42.191,-72.0933
29-June-2024,North America,United States,Massachusetts,Protests,Peaceful protest,8,0,95336,Demonstrations,3504,42.191,-72.0933
06-July-2024,North America,United States,Massachusetts,Protests,Peaceful protest,9,0,43751,Demonstrations,3504,42.191,-72.0933
13-July-2024,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,67179,Demonstrations,3504,42.191,-72.0933
20-July-2024,North America,United States,Massachusetts,Protests,Peaceful protest,7,0,58975,Demonstrations,3504,42.191,-72.0933
27-July-2024,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,34264,Demonstrations,3504,42.191,-72.0933
03-August-2024,North America,United States,Massachusetts,Protests,Peaceful protest,14,0,47002,Demonstrations,3504,42.191,-72.0933
10-August-2024,North America,United States,Massachusetts,Protests,Peaceful protest,6,0,57642,Demonstrations,3504,42.191,-72.0933
17-August-2024,North America,United States,Massachusetts,Protests,Peaceful protest,6,0,43966,Demonstrations,3504,42.191,-72.0933
24-August-2024,North America,United States,Massachusetts,Protests,Peaceful protest,13,0,80614,Demonstrations,3504,42.191,-72.0933
31-August-2024,North America,United States,Massachusetts,Protests,Peaceful protest,21,0,89728,Demonstrations,3504,42.191,-72.0933
07-September-2024,North America,United States,Massachusetts,Protests,Peaceful protest,9,0,68394,Demonstrations,3504,42.191,-72.0933
14-September-2024,North America,United States,Massachusetts,Protests,Peaceful protest,13,0,71309,Demonstrations,3504,42.191,-72.0933
21-September-2024,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,55753,Demonstrations,3504,42.191,-72.0933
28-September-2024,North America,United States,Massachusetts,Protests,Peaceful protest,13,0,106346,Demonstrations,3504,42.191,-72.0933
05-October-2024,North America,United States,Massachusetts,Protests,Peaceful protest,24,0,79595,Demonstrations,3504,42.191,-72.0933
12-October-2024,North America,United States,Massachusetts,Protests,Peaceful protest,15,0,59462,Demonstrations,3504,42.191,-72.0933
19-October-2024,North America,United States,Massachusetts,Protests,Peaceful protest,16,0,83388,Demonstrations,3504,42.191,-72.0933
26-October-2024,North America,United States,Massachusetts,Protests,Peaceful protest,14,0,72541,Demonstrations,3504,42.191,-72.0933
02-November-2024,North America,United States,Massachusetts,Protests,Peaceful protest,13,0,72439,Demonstrations,3504,42.191,-72.0933
09-November-2024,North America,United States,Massachusetts,Protests,Peaceful protest,23,0,77466,Demonstrations,3504,42.191,-72.0933
16-November-2024,North America,United States,Massachusetts,Protests,Peaceful protest,28,0,107688,Demonstrations,3504,42.191,-72.0933
23-November-2024,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,68520,Demonstrations,3504,42.191,-72.0933
30-November-2024,North America,United States,Massachusetts,Protests,Peaceful protest,5,0,32233,Demonstrations,3504,42.191,-72.0933
07-December-2024,North America,United States,Massachusetts,Protests,Peaceful protest,6,0,63157,Demonstrations,3504,42.191,-72.0933
14-December-2024,North America,United States,Massachusetts,Protests,Peaceful protest,6,0,42303,Demonstrations,3504,42.191,-72.0933
21-December-2024,North America,United States,Massachusetts,Protests,Peaceful protest,6,0,47629,Demonstrations,3504,42.191,-72.0933
28-December-2024,North America,United States,Massachusetts,Protests,Peaceful protest,1,0,2196,Demonstrations,3504,42.191,-72.0933
04-January-2025,North America,United States,Massachusetts,Protests,Peaceful protest,2,0,26010,Demonstrations,3504,42.191,-72.0933
11-January-2025,North America,United States,Massachusetts,Protests,Peaceful protest,8,0,38448,Demonstrations,3504,42.191,-72.0933
18-January-2025,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,45013,Demonstrations,3504,42.191,-72.0933
25-January-2025,North America,United States,Massachusetts,Protests,Peaceful protest,11,0,58180,Demonstrations,3504,42.191,-72.0933
01-February-2025,North America,United States,Massachusetts,Protests,Peaceful protest,11,0,46883,Demonstrations,3504,42.191,-72.0933
08-February-2025,North America,United States,Massachusetts,Protests,Peaceful protest,7,0,47789,Demonstrations,3504,42.191,-72.0933
15-February-2025,North America,United States,Massachusetts,Protests,Peaceful protest,16,0,64498,Demonstrations,3504,42.191,-72.0933
22-February-2025,North America,United States,Massachusetts,Protests,Peaceful protest,19,0,73881,Demonstrations,3504,42.191,-72.0933
01-March-2025,North America,United States,Massachusetts,Protests,Peaceful protest,23,0,87132,Demonstrations,3504,42.191,-72.0933
08-March-2025,North America,United States,Massachusetts,Protests,Peaceful protest,18,0,89880,Demonstrations,3504,42.191,-72.0933
15-March-2025,North America,United States,Massachusetts,Protests,Peaceful protest,11,0,39548,Demonstrations,3504,42.191,-72.0933
22-March-2025,North America,United States,Massachusetts,Protests,Peaceful protest,24,0,100219,Demonstrations,3504,42.191,-72.0933
29-March-2025,North America,United States,Massachusetts,Protests,Peaceful protest,31,0,139870,Demonstrations,3504,42.191,-72.0933
05-April-2025,North America,United States,Massachusetts,Protests,Peaceful protest,58,0,179814,Demonstrations,3504,42.191,-72.0933
12-April-2025,North America,United States,Massachusetts,Protests,Peaceful protest,17,0,85332,Demonstrations,3504,42.191,-72.0933
19-April-2025,North America,United States,Massachusetts,Protests,Peaceful protest,27,0,139193,Demonstrations,3504,42.191,-72.0933
26-April-2025,North America,United States,Massachusetts,Protests,Peaceful protest,19,0,111541,Demonstrations,3504,42.191,-72.0933
03-May-2025,North America,United States,Massachusetts,Protests,Peaceful protest,16,0,96035,Demonstrations,3504,42.191,-72.0933
10-May-2025,North America,United States,Massachusetts,Protests,Peaceful protest,16,0,79689,Demonstrations,3504,42.191,-72.0933
17-May-2025,North America,United States,Massachusetts,Protests,Peaceful protest,8,0,86312,Demonstrations,3504,42.191,-72.0933
24-May-2025,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,74500,Demonstrations,3504,42.191,-72.0933
31-May-2025,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,39786,Demonstrations,3504,42.191,-72.0933
07-June-2025,North America,United States,Massachusetts,Protests,Peaceful protest,7,0,64815,Demonstrations,3504,42.191,-72.0933
14-June-2025,North America,United States,Massachusetts,Protests,Peaceful protest,109,0,351150,Demonstrations,3504,42.191,-72.0933
21-June-2025,North America,United States,Massachusetts,Protests,Peaceful protest,11,0,48961,Demonstrations,3504,42.191,-72.0933
28-June-2025,North America,United States,Massachusetts,Protests,Peaceful protest,53,0,115690,Demonstrations,3504,42.191,-72.0933
05-July-2025,North America,United States,Massachusetts,Protests,Peaceful protest,5,0,40481,Demonstrations,3504,42.191,-72.0933
12-July-2025,North America,United States,Massachusetts,Protests,Peaceful protest,60,0,191852,Demonstrations,3504,42.191,-72.0933
19-July-2025,North America,United States,Massachusetts,Protests,Peaceful protest,21,0,83024,Demonstrations,3504,42.191,-72.0933
26-July-2025,North America,United States,Massachusetts,Protests,Peaceful protest,15,0,60525,Demonstrations,3504,42.191,-72.0933
02-August-2025,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,57897,Demonstrations,3504,42.191,-72.0933
09-August-2025,North America,United States,Massachusetts,Protests,Peaceful protest,9,0,67187,Demonstrations,3504,42.191,-72.0933
16-August-2025,North America,United States,Massachusetts,Protests,Peaceful protest,6,0,35720,Demonstrations,3504,42.191,-72.0933
23-August-2025,North America,United States,Massachusetts,Protests,Peaceful protest,11,0,52644,Demonstrations,3504,42.191,-72.0933
30-August-2025,North America,United States,Massachusetts,Protests,Peaceful protest,31,0,139115,Demonstrations,3504,42.191,-72.0933
06-September-2025,North America,United States,Massachusetts,Protests,Peaceful protest,12,0,95151,Demonstrations,3504,42.191,-72.0933
13-September-2025,North America,United States,Massachusetts,Protests,Peaceful protest,17,0,111622,Demonstrations,3504,42.191,-72.0933
20-September-2025,North America,United States,Massachusetts,Protests,Peaceful protest,11,0,50534,Demonstrations,3504,42.191,-72.0933
27-September-2025,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,72122,Demonstrations,3504,42.191,-72.0933
04-October-2025,North America,United States,Massachusetts,Protests,Peaceful protest,11,0,53166,Demonstrations,3504,42.191,-72.0933
11-October-2025,North America,United States,Massachusetts,Protests,Peaceful protest,7,0,45390,Demonstrations,3504,42.191,-72.0933
18-October-2025,North America,United States,Massachusetts,Protests,Peaceful protest,115,0,368375,Demonstrations,3504,42.191,-72.0933
25-October-2025,North America,United States,Massachusetts,Protests,Peaceful protest,7,0,60338,Demonstrations,3504,42.191,-72.0933
01-November-2025,North America,United States,Massachusetts,Protests,Peaceful protest,7,0,55517,Demonstrations,3504,42.191,-72.0933
08-November-2025,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,67013,Demonstrations,3504,42.191,-72.0933
15-November-2025,North America,United States,Massachusetts,Protests,Peaceful protest,14,0,53300,Demonstrations,3504,42.191,-72.0933
22-November-2025,North America,United States,Massachusetts,Protests,Peaceful protest,9,0,47945,Demonstrations,3504,42.191,-72.0933
29-November-2025,North America,United States,Massachusetts,Protests,Peaceful protest,12,0,66437,Demonstrations,3504,42.191,-72.0933
06-December-2025,North America,United States,Massachusetts,Protests,Peaceful protest,10,0,75439,Demonstrations,3504,42.191,-72.0933
13-December-2025,North America,United States,Massachusetts,Protests,Peaceful protest,8,0,57101,Demonstrations,3504,42.191,-72.0933
20-December-2025,North America,United States,Massachusetts,Protests,Peaceful protest,3,0,15045,Demonstrations,3504,42.191,-72.0933
27-December-2025,North America,United States,Massachusetts,Protests,Peaceful protest,1,0,21779,Demonstrations,3504,42.191,-72.0933
03-January-2026,North America,United States,Massachusetts,Protests,Peaceful protest,27,0,83791,Demonstrations,3504,42.191,-72.0933
10-January-2026,North America,United States,Massachusetts,Protests,Peaceful protest,29,0,147971,Demonstrations,3504,42.191,-72.0933
17-January-2026,North America,United States,Massachusetts,Protests,Peaceful protest,28,0,70044,Demonstrations,3504,42.191,-72.0933
24-January-2026,North America,United States,Massachusetts,Protests,Peaceful protest,8,0,39862,Demonstrations,3504,42.191,-72.0933
31-January-2026,North America,United States,Massachusetts,Protests,Peaceful protest,9,0,27474,Demonstrations,3504,42.191,-72.0933
07-February-2026,North America,United States,Massachusetts,Protests,Peaceful protest,8,0,,Demonstrations,3504,42.191,-72.0933
14-February-2026,North America,United States,Massachusetts,Protests,Peaceful protest,4,0,,Demonstrations,3504,42.191,-72.0933
21-February-2026,North America,United States,Massachusetts,Protests,Peaceful protest,3,0,,Demonstrations,3504,42.191,-72.0933
28-February-2026,North America,United States,Massachusetts,Protests,Peaceful protest,8,0,,Demonstrations,3504,42.191,-72.0933
28-December-2019,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,606,Demonstrations,3504,42.191,-72.0933
11-January-2020,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,2927,Demonstrations,3504,42.191,-72.0933
15-February-2020,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,2927,Demonstrations,3504,42.191,-72.0933
23-May-2020,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,24164,Demonstrations,3504,42.191,-72.0933
30-May-2020,North America,United States,Massachusetts,Protests,Protest with intervention,3,0,13513,Demonstrations,3504,42.191,-72.0933
08-August-2020,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,24164,Demonstrations,3504,42.191,-72.0933
17-October-2020,North America,United States,Massachusetts,Protests,Protest with intervention,2,0,29712,Demonstrations,3504,42.191,-72.0933
31-October-2020,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,9281,Demonstrations,3504,42.191,-72.0933
20-March-2021,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,12266,Demonstrations,3504,42.191,-72.0933
25-September-2021,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,9319,Demonstrations,3504,42.191,-72.0933
26-February-2022,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,24752,Demonstrations,3504,42.191,-72.0933
19-March-2022,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,22483,Demonstrations,3504,42.191,-72.0933
23-July-2022,North America,United States,Massachusetts,Protests,Protest with intervention,2,0,24752,Demonstrations,3504,42.191,-72.0933
17-September-2022,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,24752,Demonstrations,3504,42.191,-72.0933
15-October-2022,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,197,Demonstrations,3504,42.191,-72.0933
10-December-2022,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,1131,Demonstrations,3504,42.191,-72.0933
07-January-2023,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25153,Demonstrations,3504,42.191,-72.0933
14-January-2023,North America,United States,Massachusetts,Protests,Protest with intervention,2,0,25153,Demonstrations,3504,42.191,-72.0933
04-February-2023,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25153,Demonstrations,3504,42.191,-72.0933
06-May-2023,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25153,Demonstrations,3504,42.191,-72.0933
10-June-2023,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25153,Demonstrations,3504,42.191,-72.0933
24-June-2023,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25153,Demonstrations,3504,42.191,-72.0933
16-September-2023,North America,United States,Massachusetts,Protests,Protest with intervention,2,0,25153,Demonstrations,3504,42.191,-72.0933
07-October-2023,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25153,Demonstrations,3504,42.191,-72.0933
14-October-2023,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25153,Demonstrations,3504,42.191,-72.0933
21-October-2023,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,2169,Demonstrations,3504,42.191,-72.0933
28-October-2023,North America,United States,Massachusetts,Protests,Protest with intervention,2,0,36025,Demonstrations,3504,42.191,-72.0933
04-November-2023,North America,United States,Massachusetts,Protests,Protest with intervention,2,0,34329,Demonstrations,3504,42.191,-72.0933
06-January-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
02-March-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
09-March-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
16-March-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
23-March-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
20-April-2024,North America,United States,Massachusetts,Protests,Protest with intervention,2,0,28825,Demonstrations,3504,42.191,-72.0933
27-April-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
04-May-2024,North America,United States,Massachusetts,Protests,Protest with intervention,4,0,49824,Demonstrations,3504,42.191,-72.0933
08-June-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
13-July-2024,North America,United States,Massachusetts,Protests,Protest with intervention,2,0,277,Demonstrations,3504,42.191,-72.0933
21-September-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
16-November-2024,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,25580,Demonstrations,3504,42.191,-72.0933
15-March-2025,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,5355,Demonstrations,3504,42.191,-72.0933
03-May-2025,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,4835,Demonstrations,3504,42.191,-72.0933
07-June-2025,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,4835,Demonstrations,3504,42.191,-72.0933
28-June-2025,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,4384,Demonstrations,3504,42.191,-72.0933
02-August-2025,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,21935,Demonstrations,3504,42.191,-72.0933
06-September-2025,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,2877,Demonstrations,3504,42.191,-72.0933
18-October-2025,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,2415,Demonstrations,3504,42.191,-72.0933
17-January-2026,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,5313,Demonstrations,3504,42.191,-72.0933
14-February-2026,North America,United States,Massachusetts,Protests,Protest with intervention,1,0,,Demonstrations,3504,42.191,-72.0933
14-November-2020,North America,United States,Massachusetts,Riots,Mob violence,1,0,22512,Political violence,3504,42.191,-72.0933
26-November-2022,North America,United States,Massachusetts,Riots,Mob violence,1,0,24499,Political violence,3504,42.191,-72.0933
15-April-2023,North America,United States,Massachusetts,Riots,Mob violence,1,0,4143,Political violence,3504,42.191,-72.0933
28-October-2023,North America,United States,Massachusetts,Riots,Mob violence,1,0,5946,Political violence,3504,42.191,-72.0933
25-May-2024,North America,United States,Massachusetts,Riots,Mob violence,1,0,55494,Political violence,3504,42.191,-72.0933
13-July-2024,North America,United States,Massachusetts,Riots,Mob violence,1,0,8491,Political violence,3504,42.191,-72.0933
24-August-2024,North America,United States,Massachusetts,Riots,Mob violence,1,0,12142,Political violence,3504,42.191,-72.0933
15-March-2025,North America,United States,Massachusetts,Riots,Mob violence,1,0,36560,Political violence,3504,42.191,-72.0933
28-June-2025,North America,United States,Massachusetts,Riots,Mob violence,1,0,1655,Political violence,3504,42.191,-72.0933
13-September-2025,North America,United States,Massachusetts,Riots,Mob violence,1,0,56089,Political violence,3504,42.191,-72.0933
30-May-2020,North America,United States,Massachusetts,Riots,Violent demonstration,5,0,129134,Demonstrations,3504,42.191,-72.0933
06-June-2020,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,53598,Demonstrations,3504,42.191,-72.0933
26-September-2020,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,10108,Demonstrations,3504,42.191,-72.0933
24-October-2020,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,12577,Demonstrations,3504,42.191,-72.0933
12-December-2020,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,23399,Demonstrations,3504,42.191,-72.0933
22-May-2021,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,12503,Demonstrations,3504,42.191,-72.0933
11-September-2021,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,53923,Demonstrations,3504,42.191,-72.0933
18-September-2021,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,6194,Demonstrations,3504,42.191,-72.0933
06-November-2021,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,53923,Demonstrations,3504,42.191,-72.0933
02-July-2022,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,54304,Demonstrations,3504,42.191,-72.0933
24-September-2022,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,50804,Demonstrations,3504,42.191,-72.0933
28-October-2023,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,56762,Demonstrations,3504,42.191,-72.0933
20-April-2024,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,55494,Demonstrations,3504,42.191,-72.0933
07-September-2024,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,11392,Demonstrations,3504,42.191,-72.0933
13-September-2025,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,56089,Demonstrations,3504,42.191,-72.0933
04-October-2025,North America,United States,Massachusetts,Riots,Violent demonstration,1,0,56089,Demonstrations,3504,42.191,-72.0933
11-April-2020,North America,United States,Massachusetts,Strategic developments,Arrests,1,0,,Strategic developments,3504,42.191,-72.0933
03-July-2021,North America,United States,Massachusetts,Strategic developments,Arrests,1,0,,Strategic developments,3504,42.191,-72.0933
14-December-2024,North America,United States,Massachusetts,Strategic developments,Arrests,1,0,,Strategic developments,3504,42.191,-72.0933
21-March-2020,North America,United States,Massachusetts,Strategic developments,Change to group/activity,1,0,,Strategic developments,3504,42.191,-72.0933
31-October-2020,North America,United States,Massachusetts,Strategic developments,Change to group/activity,1,0,,Strategic developments,3504,42.191,-72.0933
09-January-2021,North America,United States,Massachusetts,Strategic developments,Change to group/activity,1,0,,Strategic developments,3504,42.191,-72.0933
19-July-2025,North America,United States,Massachusetts,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3504,42.191,-72.0933
19-December-2020,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
21-May-2022,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
04-June-2022,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,2,0,,Strategic developments,3504,42.191,-72.0933
02-July-2022,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
29-October-2022,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
24-June-2023,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
16-December-2023,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
09-March-2024,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
16-March-2024,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
06-April-2024,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
01-June-2024,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
29-June-2024,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
17-August-2024,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
05-October-2024,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
08-March-2025,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,2,0,,Strategic developments,3504,42.191,-72.0933
29-March-2025,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
14-June-2025,North America,United States,Massachusetts,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3504,42.191,-72.0933
09-May-2020,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
06-June-2020,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
25-July-2020,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
29-May-2021,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
03-July-2021,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
02-October-2021,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
23-October-2021,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
27-November-2021,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
18-December-2021,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
25-December-2021,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
22-January-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
12-February-2022,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
05-March-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
12-March-2022,North America,United States,Massachusetts,Strategic developments,Other,5,0,,Strategic developments,3504,42.191,-72.0933
19-March-2022,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
21-May-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
28-May-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
04-June-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
11-June-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
18-June-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
02-July-2022,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
09-July-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
23-July-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
30-July-2022,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
27-August-2022,North America,United States,Massachusetts,Strategic developments,Other,5,0,,Strategic developments,3504,42.191,-72.0933
03-September-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
10-September-2022,North America,United States,Massachusetts,Strategic developments,Other,6,0,,Strategic developments,3504,42.191,-72.0933
17-September-2022,North America,United States,Massachusetts,Strategic developments,Other,7,0,,Strategic developments,3504,42.191,-72.0933
24-September-2022,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
15-October-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
29-October-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
12-November-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
03-December-2022,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
17-December-2022,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
07-January-2023,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
14-January-2023,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
21-January-2023,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
28-January-2023,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
04-February-2023,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
11-February-2023,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
25-February-2023,North America,United States,Massachusetts,Strategic developments,Other,2,0,,Strategic developments,3504,42.191,-72.0933
25-March-2023,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
01-April-2023,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
15-April-2023,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
06-May-2023,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
20-May-2023,North America,United States,Massachusetts,Strategic developments,Other,1,0,,Strategic developments,3504,42.191,-72.0933
27-May-2023,North America,United States,Massachusetts,Strategic developments,Other,7,0,,Strategic developments,3504,42.191,-72.0933
03-June-2023,North America,United States,Massachusetts,Strategic developments,Other,3,0,,Strategic developments,3504,42.191,-72.0933
